Country,Embassy Name,Embassy Address,Google Maps URL
Anguilla,U.S. Embassy Israel,"David Flusser St 14, Jerusalem",https://www.google.com/maps/place/?q=place_id:ChIJS5lh8xkoAxURvBJSr9lDk10
Argentina,U.S. Embassy Israel,"David Flusser St 14, Jerusalem",https://www.google.com/maps/place/?q=place_id:ChIJS5lh8xkoAxURvBJSr9lDk10
Argentina,Embajada de Israel,"Av. de Mayo 701, C1070 CABA, Argentina",https://www.google.com/maps/place/?q=place_id:ChIJAxcRzNPKvJURdTfUenR6Yxg
Armenia,Israeli Consulate in Armenia,"47 Komitas Ave, Yerevan, Armenia",https://www.google.com/maps/place/?q=place_id:ChIJhy08k8S9akAR7vv4PgATpE8
Australia,Embassy of Israel,"6 Turrana St, Yarralumla ACT 2600, Australia",https://www.google.com/maps/place/?q=place_id:ChIJt_k0OddMFmsRsRbjLPb3xI4
Austria,Embassy of Israel in Austria,"Anton-Frank-Gasse 20, 1180 Wien, Austria",https://www.google.com/maps/place/?q=place_id:ChIJF-TVVdEHbUcRzSiIdZwBNuw
Azerbaijan,Israeli Embassy,"Hyatt tower 3, 1033 Izmir, Bakı, Azerbaijan",https://www.google.com/maps/place/?q=place_id:ChIJkXkCgYN9MEAR0vD_NS3IagI
Belgium,Ambassade d'Israel,"Av. de l'Observatoire 40, 1180 Uccle, Belgium",https://www.google.com/maps/place/?q=place_id:ChIJP-w7fB7Fw0cRWvzo6M0uFmo
Benin,Embassy of the State of Israel,"HRJG+JP6, First Circular Rd, Accra, Ghana",https://www.google.com/maps/place/?q=place_id:ChIJj5S8oJSa3w8R2hvSlitDYmA
Bulgaria,Embasy of Israel,"Boulevard ""Shipchenski Prohod"" бул. „Шипченски проход, 1113 Sofia Center, Sofia, Bulgaria",https://www.google.com/maps/place/?q=place_id:ChIJHyWYvA-FqkARPx0uCX8kvNE
Bosnia and Herzegovina,Embassy of Israel in Serbia,"Bulevar kneza Aleksandra Karađorđevića 47, Beograd, Serbia",https://www.google.com/maps/place/?q=place_id:ChIJKQmJI6BxWkcRB64XMRbZntg
Belarus,Embassy of Israel,"Partizanskiy Prospekt 6а, Minsk, Minskaja voblasć, Belarus",https://www.google.com/maps/place/?q=place_id:ChIJ34LjIS3O20YRGXK-AJs9r30
Brazil,Embaixada de Israel no Brasil (Israel Embassy),"St. de Embaixadas Sul 809 Lote 38 - Asa Sul, Brasília - DF, 70424-900, Brazil",https://www.google.com/maps/place/?q=place_id:ChIJV0M4HpswWpMRTiGYL0iV8aY
Barbados,Zion House of Israel Temple,"4C79+HM6, Neils Road, Highway 4, Rouen, Barbados",https://www.google.com/maps/place/?q=place_id:ChIJ8YWbJ7f2Q4wRxHJKX4rIgh0
Canada,Embassy of Israel,"50 O'Connor St, Ottawa, ON K1P 6L2, Canada",https://www.google.com/maps/place/?q=place_id:ChIJv9GDEVUEzkwR_WSQoqErt6E
Switzerland,Embassy of Israel,"Alpenstrasse 32, 3006 Bern, Switzerland",https://www.google.com/maps/place/?q=place_id:ChIJfXQ0Utc5jkcR0PQASv_4PMQ
China,Embassy of Israel in China,"China, Beijing, Chaoyang, 天泽路17号 邮政编码: 100125",https://www.google.com/maps/place/?q=place_id:ChIJO_xKNYCr8TURhruQ0p-ZRM4
Côte d'Ivoire,Embassy of Israel,"8XFJ+9M7, Rue Lecoeur, Abidjan, Côte d’Ivoire",https://www.google.com/maps/place/?q=place_id:ChIJ4-1KALrrwQ8RzXo5Tr2vE_M
Cameroon,The Embassy Of Israel In Cameroon,"VGR8+X8M, Yaoundé, Cameroon",https://www.google.com/maps/place/?q=place_id:ChIJh9KMhFzPixARFs2SwyV-1Gc
"Congo, The Democratic Republic of the",Embassy of Israel,"M8X6+V35, Avenue des Aviateurs, Kinshasa, Congo - Kinshasa",https://www.google.com/maps/place/?q=place_id:ChIJoXdAHoszahoRdQ5SrdyimbU
Congo,Embassy of Israel,"M8X6+V35, Avenue des Aviateurs, Kinshasa, Congo - Kinshasa",https://www.google.com/maps/place/?q=place_id:ChIJoXdAHoszahoRdQ5SrdyimbU
Cook Islands,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Colombia,Embassy of Israel,"Ac. 26 #57-83, Bogotá, Colombia",https://www.google.com/maps/place/?q=place_id:ChIJo0C_a4aZP44RHgEYYojOebU
Cabo Verde,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Cayman Islands,Israeli Consulate,"100 Biscayne Blvd #1800, Miami, FL 33132, United States",https://www.google.com/maps/place/?q=place_id:ChIJ7TkrGJ622YgR_tvB-D_-4v8
Cyprus,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Czechia,Embassy of Israel,"Badeniho 491, 170 00 Praha 7-Letná, Czechia",https://www.google.com/maps/place/?q=place_id:ChIJV5IFF9-UC0cRSH0fADT6Biw
Germany,"Embassy of Israel, Berlin","Auguste-Viktoria-Straße 74-76, 14193 Berlin, Germany",https://www.google.com/maps/place/?q=place_id:ChIJJ96WZLxQqEcRXpOAuOXd3xA
Germany,Consulate General of Israel,"Barer Str. 19, 80333 München, Germany",https://www.google.com/maps/place/?q=place_id:ChIJqzpBLO51nkcR0lAyfYi5NCM
Denmark,Embassy of Israel,"Lundevangsvej 4, 2900 Hellerup, Denmark",https://www.google.com/maps/place/?q=place_id:ChIJK3Dtq2NSUkYRtHj_KtVBrSk
Dominican Republic,Embajada Israel en Republica Dominicana,"Downtown Business Tower, Av. Núñez de Cáceres esq, Santo Domingo 10114, Dominican Republic",https://www.google.com/maps/place/?q=place_id:ChIJc_Iy0diJr44RH0FM_n0-DCI
Ecuador,Embajada de Israel en Ecuador,"QGX8+2V9 Edifcio Altana Plaza, Av. La Coruña E25-58, Quito 170517, Ecuador",https://www.google.com/maps/place/?q=place_id:ChIJn2a6vteb1ZERlqHPz1mcPfo
Egypt,Israel Consulate,"15 ش مينا, Kafr Abdou, Sidi Gaber, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJ3UvOMrzD9RQRW2fCPs7v-3Q
Western Sahara,Embassy of Israel in France,"3 Rue Rabelais, 75008 Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJj98SXM9v5kcRrQSFRxT2X5Q
Spain,Embajada de Israel,"7º, C. de Velázquez, 150, 28002 Madrid, Spain",https://www.google.com/maps/place/?q=place_id:ChIJRZdDocIoQg0RY8p55QoPTZQ
Ethiopia,Israel Embassy,"Yeka Sub-city, Kebele 22, House no. 283, Addis Ababa, Ethiopia",https://www.google.com/maps/place/?q=place_id:ChIJp9p2dVuFSxYRu7efv7QG6ZY
Finland,Embassy of Israel,"Yrjönkatu 36 A, 00100 Helsinki, Finland",https://www.google.com/maps/place/?q=place_id:ChIJJ2edYMsLkkYRdEFBWuQXxk4
Falkland Islands (Malvinas),Embajada de Israel,"Av. de Mayo 701, C1070 CABA, Argentina",https://www.google.com/maps/place/?q=place_id:ChIJAxcRzNPKvJURdTfUenR6Yxg
France,Embassy of Israel in France,"3 Rue Rabelais, 75008 Paris, France",https://www.google.com/maps/place/?q=place_id:ChIJj98SXM9v5kcRrQSFRxT2X5Q
United Kingdom,Embassy of Israel,"2 Palace Green, London W8 4QB, United Kingdom",https://www.google.com/maps/place/?q=place_id:ChIJZzoylPcPdkgRYGtwE3HzXOw
Georgia,Embassy of Israel,"154 Davit Aghmashenebeli Ave, Tbilisi, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJsWhspiwNREARgWlOqLijdQE
Ghana,Embassy of the State of Israel,"HRJG+JP6, First Circular Rd, Accra, Ghana",https://www.google.com/maps/place/?q=place_id:ChIJj5S8oJSa3w8R2hvSlitDYmA
Gibraltar,Consulado de Israel,"5a, 7 Rodger's Rd, Gibraltar GX11 1AA, Gibraltar",https://www.google.com/maps/place/?q=place_id:ChIJbRfYK37ADA0RzmOPhP1YQLw
Gambia,Embassy of Israel,"MH98+JXF, Dakar, Senegal",https://www.google.com/maps/place/?q=place_id:ChIJzfldqUxywQ4RY3RKidQ1LSM
Guinea-Bissau,Embassy of Israel,"MH98+JXF, Dakar, Senegal",https://www.google.com/maps/place/?q=place_id:ChIJzfldqUxywQ4RY3RKidQ1LSM
Equatorial Guinea,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Greece,Embassy of Israel,"Μαραθωνοδρόμων 1, Psichiko 154 52, Greece",https://www.google.com/maps/place/?q=place_id:ChIJEyVwMwmYoRQRJWKBRrq9STE
Guatemala,Embassy of Israel,"9 Avenida 19-61, Cdad. de Guatemala, Guatemala",https://www.google.com/maps/place/?q=place_id:ChIJPUDQ3w6hiYUR_A0msyP49GM
Guam,Consulate-General of Israel,"Marathon Futurex, 1301, A Wing, N M Joshi Marg, Lower Parel, Mumbai, Maharashtra 400013, India",https://www.google.com/maps/place/?q=place_id:ChIJv7NLgfPO5zsRBnKAGveUgdo
Hong Kong,"Consulate General of Israel in Hong Kong, China","701 Admiralty Centre Tower II 18, Harcourt Rd, Admiralty, Hong Kong",https://www.google.com/maps/place/?q=place_id:ChIJl8iNCGcABDQRNcl5mDEqWJ8
Heard Island and McDonald Islands,Consulate General of Israel,"800 2nd Ave, New York, NY 10017, United States",https://www.google.com/maps/place/?q=place_id:ChIJwzshOANZwokRqLhwLoX4s1s
Croatia,Embassy of Israel,"Ul. Grada Vukovara 271, 10000, Zagreb, Croatia",https://www.google.com/maps/place/?q=place_id:ChIJ5W1YqzfWZUcRNfIiqPu_S68
Haiti,Embassy of Israel,"GPH2+JM8, Port-au-Prince, Haiti",https://www.google.com/maps/place/?q=place_id:ChIJLTnEodnnuY4R0njiHAU4avk
Haiti,Consulat d'Israel,"HMGJ+4R2, Port-au-Prince, Haiti",https://www.google.com/maps/place/?q=place_id:ChIJPW9MnnfnuY4R9FQ3xDEwc2Y
Hungary,Embassy of the State of Israel,"Budapest, Fullánk u. 8, 1026 Hungary",https://www.google.com/maps/place/?q=place_id:ChIJM2hHYsreQUcRswmXkMkUaxk
India,Embassy of Israel,"3, Dr APJ Abdul Kalam Rd, Aurangzeb Road, New Delhi, Delhi 110011, India",https://www.google.com/maps/place/?q=place_id:ChIJ4xn8xcHiDDkROQn_CvJjdU0
India,Consulate-General of Israel,"Marathon Futurex, 1301, A Wing, N M Joshi Marg, Lower Parel, Mumbai, Maharashtra 400013, India",https://www.google.com/maps/place/?q=place_id:ChIJv7NLgfPO5zsRBnKAGveUgdo
India,Consulate General of Israel in Bengaluru,"Millenia, Tower A, 8th Floor, 1&2 Murphy Road, Halasuru, Bengaluru, Karnataka 560008, India",https://www.google.com/maps/place/?q=place_id:ChIJabL51ZAWrjsRM7NVC48XmPw
India,Consulate General of Israel,"Earnest House, NCPA Marg, Nariman Point, Mumbai, Maharashtra 400021, India",https://www.google.com/maps/place/?q=place_id:ChIJ____b-nR5zsR1RY9qBpP0CA
Ireland,U.S. Embassy Israel,"David Flusser St 14, Jerusalem",https://www.google.com/maps/place/?q=place_id:ChIJS5lh8xkoAxURvBJSr9lDk10
Ireland,Embassy of Israel to Ireland,"23 Shelbourne Rd, Ballsbridge, Dublin, D04 PY68, Ireland",https://www.google.com/maps/place/?q=place_id:ChIJ0RnlmcAOZ0gRXgOrqM2dHo4
Israel,U.S. Embassy Israel,"David Flusser St 14, Jerusalem",https://www.google.com/maps/place/?q=place_id:ChIJS5lh8xkoAxURvBJSr9lDk10
Italy,Embassy of Israel,"Via Michele Mercati, 14, 00197 Roma RM, Italy",https://www.google.com/maps/place/?q=place_id:ChIJoSt1LBthLxMRPx00_EzpAC0
Jersey,Consulate General of Israel,"800 2nd Ave, New York, NY 10017, United States",https://www.google.com/maps/place/?q=place_id:ChIJwzshOANZwokRqLhwLoX4s1s
Jordan,Embassy of Israel,"XVJH+X76, Amman, Jordan",https://www.google.com/maps/place/?q=place_id:ChIJgSIxijagHBUR2OHsTQbPaKc
Japan,Embassy of Israel,"3 Nibancho, Chiyoda City, Tokyo 102-0084, Japan",https://www.google.com/maps/place/?q=place_id:ChIJH4a4h2SMGGARpl_CdAs3vGE
Kazakhstan,Embassy of Israel,"Mukhtar Auezov St 8, Astana 010000, Kazakhstan",https://www.google.com/maps/place/?q=place_id:ChIJPxP9r9OGRUIRQGkJKLp385k
Kenya,Embassy of Israel In Kenya,"QR29+8H8, Limuru Rd, Nairobi, Kenya",https://www.google.com/maps/place/?q=place_id:ChIJoyf_JcYXLxgRArXgRR7TUsI
Kenya,Consular Section of the Embassy of Israel,"PR55+FRJ, Nairobi City, Kenya",https://www.google.com/maps/place/?q=place_id:ChIJ_SsCBsQQLxgRVsYWTobdSm4
Kyrgyzstan,State of Israel,"Kazybek Bi St 87 Zhelktoksan Street, corner Kazybek Bi Street., Almaty 050000, Kazakhstan",https://www.google.com/maps/place/?q=place_id:ChIJq6qqJ7xugzgRBtFIACjzF0I
Cambodia,CICC - Cambodia - Israel Chamber of commerce,"N. 70 street 63, Phnom Penh, Cambodia",https://www.google.com/maps/place/?q=place_id:ChIJ4zV5jQ5RCTERTeegTFsNFyI
"Korea, Republic of",Embassy of Israel,"11 Cheonggyecheon-ro, Jongno-gu, Seoul, South Korea",https://www.google.com/maps/place/?q=place_id:ChIJY7LiXOyifDUR1VBGOIfQsbQ
Lebanon,Embassy of Israel,"XVJH+X76, Amman, Jordan",https://www.google.com/maps/place/?q=place_id:ChIJgSIxijagHBUR2OHsTQbPaKc
Lithuania,Embassy of Israel,"Konstitucijos pr. 7, 09307 Vilnius, Lithuania",https://www.google.com/maps/place/?q=place_id:ChIJzVHu5AOU3UYRJ-4zCQYeimg
Luxembourg,Honorary Consulate General of Israel,"119 Av. Gaston Diderich, 1420 Belair Luxembourg",https://www.google.com/maps/place/?q=place_id:ChIJe7MM7DJJlUcRIgW6MGXKRZY
Mexico,Israel Trade and Economic Mission to Mexico,"Sierra Madre 215, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJjYwh2QMB0oUR9rYtb0QT2Rg
Marshall Islands,Consulate General of Israel,"11766 Wilshire Blvd #1600, Los Angeles, CA 90025, United States",https://www.google.com/maps/place/?q=place_id:ChIJvxmnuDi5woARp8q9mKRClf4
Northern Mariana Islands,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Montserrat,Consulate General of Israel,"800 2nd Ave, New York, NY 10017, United States",https://www.google.com/maps/place/?q=place_id:ChIJwzshOANZwokRqLhwLoX4s1s
Namibia,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
New Caledonia,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Nigeria,Israeli Embassy,"12Mary Slessor Street, Asokoro 900103, Aso, Federal Capital Territory, Nigeria",https://www.google.com/maps/place/?q=place_id:ChIJgYZm_WIJThARlLh3ncP99Wc
Netherlands,Embassy of Israel,"Johan de Wittlaan 5, 2517 JR Den Haag, Netherlands",https://www.google.com/maps/place/?q=place_id:ChIJvVv5EiW3xUcRiNVxTYLrxag
Norway,Embassy of Israel,"Parkveien 35, 0258 Oslo, Norway",https://www.google.com/maps/place/?q=place_id:ChIJH3CE-NVtQUYRlTibW1ssAAI
Nepal,Israel Embassy,"P8CC+RPW, Kathmandu 44600, Nepal",https://www.google.com/maps/place/?q=place_id:ChIJn2IHMRoZ6zkRoCKVwjVCn7A
New Zealand,Embassy of Israel,"36 Brandon Street, Wellington Central, Wellington 6146, New Zealand",https://www.google.com/maps/place/?q=place_id:ChIJzdu6UCquOG0RA4fF5gjnXck
Pitcairn,U.S. Embassy Israel,"David Flusser St 14, Jerusalem",https://www.google.com/maps/place/?q=place_id:ChIJS5lh8xkoAxURvBJSr9lDk10
Peru,Embajada de Israel,"Centro Empresarial Platinum Plaza II, Piso 13, Ca. Coronel Andrés Reyes 437, San Isidro, Peru",https://www.google.com/maps/place/?q=place_id:ChIJDT5PFezIBZER2HEhR_AY8v8
Philippines,Embassy of Israel,"1132 University Parkway , Avecshare Center. #10th and 11th Fllors, 38th St, Taguig, Metro Manila, Philippines",https://www.google.com/maps/place/?q=place_id:ChIJpUqcHGDIlzMR2rMB4p24TZg
Philippines,"Israeli Embassy in Makati City, Philippines","23rd Floor, Trafalgar Plaza, 105 H.V. Dela Costa Street, Salcedo Village, Makati, 1256 Metro Manila, Philippines",https://www.google.com/maps/place/?q=place_id:ChIJ84rSFwfJlzMRqb0xDdiqT-o
Poland,Embassy of Israel,"Ludwika Krzywickiego 24, 02-078 Warszawa, Poland",https://www.google.com/maps/place/?q=place_id:ChIJS11auerMHkcR3L-67GycYM0
Puerto Rico,Consulado de Israel,"221 Av. de la Constitución, San Juan, 00917, Puerto Rico",https://www.google.com/maps/place/?q=place_id:ChIJK8rsFNppA4wRkGKng_SlETc
Portugal,Israel Embassy,"R. António Enes 16, 1050-053 Lisboa, Portugal",https://www.google.com/maps/place/?q=place_id:ChIJ5ZhiIAszGQ0R-bvQCSvCgWE
"Palestine, State of",U.S. Embassy Israel,"David Flusser St 14, Jerusalem",https://www.google.com/maps/place/?q=place_id:ChIJS5lh8xkoAxURvBJSr9lDk10
French Polynesia,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Qatar,Israel Mandup,"Unnamed Road, Doha, Qatar",https://www.google.com/maps/place/?q=place_id:ChIJ9-OIvQjFRT4RwRvnBlrx06w
Romania,Embassy of Israel,"Sitraco Center, Etaj 5, Bulevardul Dimitrie Cantemir 1, București 040231, Romania",https://www.google.com/maps/place/?q=place_id:ChIJBewh4Rb_sUAR5BptL9wNOhI
Russian Federation,Embassy of Israel,"Ulitsa Bol'shaya Ordynka, 56с4, Moscow, Russia, 119017",https://www.google.com/maps/place/?q=place_id:ChIJS5epWwNLtUYRX2JE31wglRc
Senegal,Embassy of Israel,"MH98+JXF, Dakar, Senegal",https://www.google.com/maps/place/?q=place_id:ChIJzfldqUxywQ4RY3RKidQ1LSM
Singapore,The Embassy of Israel in Singapore,"24 Stevens Cl, Singapore 257963",https://www.google.com/maps/place/?q=place_id:ChIJncYBN_YZ2jERTAiQmqihs1s
"Saint Helena, Ascension and Tristan da Cunha",Embassy of Israel,"Μαραθωνοδρόμων 1, Psichiko 154 52, Greece",https://www.google.com/maps/place/?q=place_id:ChIJEyVwMwmYoRQRJWKBRrq9STE
Somalia,Israel Embassy,"Yeka Sub-city, Kebele 22, House no. 283, Addis Ababa, Ethiopia",https://www.google.com/maps/place/?q=place_id:ChIJp9p2dVuFSxYRu7efv7QG6ZY
Serbia,Embassy of Israel in Serbia,"Bulevar kneza Aleksandra Karađorđevića 47, Beograd, Serbia",https://www.google.com/maps/place/?q=place_id:ChIJKQmJI6BxWkcRB64XMRbZntg
Slovakia,Embassy of Israel,"Slávičie údolie 106, 811 02 Bratislava, Slovakia",https://www.google.com/maps/place/?q=place_id:ChIJC7elY-6LbEcRRc6Q_CUl_ss
Sweden,Israels Ambassad,"Strandvägen 58, 115 23 Stockholm, Sweden",https://www.google.com/maps/place/?q=place_id:ChIJ_eD4NFCdX0YRLdg0Pp-J4-U
Chad,Israeli Embassy,"Hyatt tower 3, 1033 Izmir, Bakı, Azerbaijan",https://www.google.com/maps/place/?q=place_id:ChIJkXkCgYN9MEAR0vD_NS3IagI
Togo,Embassy of the State of Israel,"HRJG+JP6, First Circular Rd, Accra, Ghana",https://www.google.com/maps/place/?q=place_id:ChIJj5S8oJSa3w8R2hvSlitDYmA
Thailand,Embassy of Israel,"75 อาคาร โอเชียน ทาวเวอร์ 2 Sukhumvit Road, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJmdNSoR2f4jARFEIOINIasTU
Tajikistan,Embassy of Israel,"3 Abdulla Kahhar Street, Tashkent, Uzbekistan",https://www.google.com/maps/place/?q=place_id:ChIJQSh_fOyKrjgRc4oN2riquV8
Tokelau,Consulate General of Israel,"800 2nd Ave, New York, NY 10017, United States",https://www.google.com/maps/place/?q=place_id:ChIJwzshOANZwokRqLhwLoX4s1s
Tunisia,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Turkey,Israeli Consulate,"Levent, Yapi Kredi Plaza, Cömert Sk C Blok Kat:7, 34330 Beşiktaş/İstanbul, Türkiye",https://www.google.com/maps/place/?q=place_id:ChIJPW2A__q1yhQR_oRw6i6zEgg
"Taiwan, Province of China",Israel Economic and Cultural Office in Taipei,"110, Taiwan, Taipei City, Xinyi District, Section 1, Keelung Rd, 333號2408室",https://www.google.com/maps/place/?q=place_id:ChIJy-qHObarQjQRZjXV-M09XrY
Uganda,Israeli Embassy,"8HXM+22M, Kampala, Uganda",https://www.google.com/maps/place/?q=place_id:ChIJVVVVVVW6fRcRme_ejbX22wc
Ukraine,Israel Embassy in Ukraine,"Lesi Ukrainky Blvd, 34, Kyiv, Ukraine, 01133",https://www.google.com/maps/place/?q=place_id:ChIJAxGT2WzP1EARCyFjjplDZ-U
United States Minor Outlying Islands,Israeli Consulate,"100 Biscayne Blvd #1800, Miami, FL 33132, United States",https://www.google.com/maps/place/?q=place_id:ChIJ7TkrGJ622YgR_tvB-D_-4v8
Uruguay,Embassy of Israel,"Dr. Luis Bonavita 1266, 11300 Montevideo, Departamento de Montevideo, Uruguay",https://www.google.com/maps/place/?q=place_id:ChIJ14X1n9UVNQAR3QDu5bYMiEM
United States,U.S. Embassy Israel,"David Flusser St 14, Jerusalem",https://www.google.com/maps/place/?q=place_id:ChIJS5lh8xkoAxURvBJSr9lDk10
United States,The Embassy of Israel to the United States,"3514 International Dr NW, Washington, DC 20008, United States",https://www.google.com/maps/place/?q=place_id:ChIJvTiqfMXJt4kR09iG4RkGO6Q
Uzbekistan,Embassy of Israel,"3 Abdulla Kahhar Street, Tashkent, Uzbekistan",https://www.google.com/maps/place/?q=place_id:ChIJQSh_fOyKrjgRc4oN2riquV8
Holy See (Vatican City State),Embassy of Israel,"Via Michele Mercati, 14, 00197 Roma RM, Italy",https://www.google.com/maps/place/?q=place_id:ChIJoSt1LBthLxMRPx00_EzpAC0
Viet Nam,"Embassy of Israel,Hanoi","Tháp Hà Nội, P. Hai Bà Trưng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",https://www.google.com/maps/place/?q=place_id:ChIJSVWVrwasNTERaJ9npDBIWH4
Samoa,Embassy of Israel,"Ioanni Grypari 4, Nicosia 1090, Cyprus",https://www.google.com/maps/place/?q=place_id:ChIJyaAJcv8Z3hQR7zILEo4Znzg
Yemen,Israel Embassy,"Yeka Sub-city, Kebele 22, House no. 283, Addis Ababa, Ethiopia",https://www.google.com/maps/place/?q=place_id:ChIJp9p2dVuFSxYRu7efv7QG6ZY
South Africa,Embassy of Israel in South Africa,"428 King's Hwy, Lynnwood, Pretoria, 0081, South Africa",https://www.google.com/maps/place/?q=place_id:ChIJlecgUb9hlR4RwZHdfIEMjec
